StartTime,EndTime,Device,SensorName,TotalCount
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #1,876
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #2,874
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #3,0
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #4,0
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #5,0
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #6,0
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #7,857
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #8,858
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #9,0
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #10,0
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #11,0
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #12,0
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #13,0
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #14,0
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #15,0
2020-11-20 17:33:00.486716,2020-11-20 18:03:00.486824,skywave,Sensor #16,0
