StartTime,EndTime,Device,SensorName,TotalCount
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #1,0
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #2,1
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #3,1
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #4,0
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #5,0
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #6,0
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #7,0
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #8,0
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #9,0
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #10,0
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #11,0
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #12,1527
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #13,0
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #14,0
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #15,0
2020-11-19 16:42:57.789591,2020-11-19 17:12:57.789652,skywave,Sensor #16,0
